X	Y	SLOPE	ALOS_FILL	ASPECT	TOPOGRAPHIC	LS_FACTOR	DIRECT_INSO	CONVEXITY	WIND_EXPOSI	BUFFER	TEMP	COAST	PREC	MONTH
335985.2137	1200158.114	0.044	379.01	4.08	11.01	0.80	6.70	46.29	1.10	495.35	25.52	25495.00	370.85	SEP
483528.0309	1043077.361	0.013	39.25	3.81	11.27	0.15	6.49	28.46	0.96	701.28	27.17	8062.00	570.36	SEP
505481.9784	1102058.109	0.165	2050.98	4.56	9.69	4.31	7.27	50.18	1.17	649.77	19.63	70774.00	401.10	SEP
521966.8474	1035707.211	0.215	1136.92	2.33	7.91	4.54	7.09	46.97	1.17	138.17	22.83	22627.00	460.67	SEP
476242.3007	1098378.898	0.039	848.19	6.02	14.48	1.05	6.76	43.11	0.93	483.64	22.22	56754.00	326.56	SEP
490862.4409	1098372.295	0.015	1154.24	4.86	12.34	0.21	6.97	44.68	0.98	533.17	21.12	62968.00	351.68	SEP
481717.5132	1083629.565	0.123	1032.62	4.05	11.52	4.21	6.86	47.27	0.95	444.75	20.40	45880.00	363.81	SEP
483555.7222	1105747.986	0.027	1076.65	4.40	12.93	0.54	6.96	44.57	0.99	485.81	21.40	65460.00	373.65	SEP
479921.1923	1140772.626	0.049	453.24	1.29	10.97	0.90	6.64	44.89	1.02	193.84	23.74	81345.00	351.17	SEP
423258.3138	1105825.655	0.082	160.71	3.31	10.86	1.89	6.71	40.27	1.00	260.40	25.79	19925.00	354.74	SEP
611835.7466	976871.4804	0.053	940.41	5.95	9.18	0.79	6.78	47.72	1.09	362.06	21.67	62241.00	498.33	SEP
512792.5868	1098373.396	0.152	2496.25	3.86	9.46	3.69	7.67	53.14	1.21	587.30	13.69	71113.00	239.85	SEP
326544.2777	1135664.179	0.006	49.02	3.21	14.87	0.08	6.49	30.94	0.91	515.11	26.26	29411.00	347.44	SEP
479897.3443	1098376.697	0.062	892.97	4.85	13.62	2.23	6.85	43.04	0.90	501.73	21.98	58592.00	303.34	SEP
374056.6271	1144680.605	0.003	15.09	6.23	17.10	0.04	6.47	38.05	0.88	76.04	26.77	65192.00	313.30	SEP
394175.8594	1157518.96	0.045	575.39	4.21	10.88	0.85	6.77	47.71	1.06	298.82	23.53	69635.00	357.64	SEP
503655.0226	1098371.332	0.126	1756.99	4.45	9.67	2.88	7.22	47.94	1.13	697.36	17.70	67624.00	440.44	SEP
500000	1096527.879	0.043	1378.72	4.37	11.05	0.74	7.09	45.67	1.01	276.46	20.29	64257.00	425.82	SEP
540211.5959	1092863.429	0.166	847.02	4.50	8.74	3.70	6.82	42.54	1.03	251.05	23.00	62626.00	235.17	SEP
465280.6404	1102074.3	0.026	658.74	4.23	12.45	0.49	6.79	48.61	0.97	500.94	23.10	47170.00	340.45	SEP
388859.3631	1205470.516	0.003	48.73	1.07	15.35	0.03	6.50	40.94	0.94	450.07	26.14	76295.00	299.92	SEP
531101.7709	1057832.404	0.118	2688.57	0.36	11.34	3.62	7.23	52.85	1.12	118.92	10.93	43932.00	417.22	SEP
560432.4744	1021001.884	0.051	541.44	3.16	12.61	1.35	6.81	41.37	0.96	565.05	25.05	38897.00	473.17	SEP
456173.1076	1126047.47	0.061	1749.47	3.96	9.91	1.11	7.29	50.64	1.19	389.48	17.12	53907.00	357.41	SEP
505483.0883	1094685.022	0.080	1604.23	4.24	10.81	1.84	7.20	46.75	1.07	440.50	19.20	64257.00	358.66	OCT
457973.3436	1103925.343	0.019	658.44	1.01	14.83	0.46	6.74	45.67	0.91	286.04	22.87	41593.00	307.77	OCT
457988.3964	1116828.597	0.047	1059.44	3.13	12.35	1.12	7.03	46.70	1.01	181.12	21.37	48918.00	407.55	OCT
545567.7398	1190568.004	0.002	1.36	1.99	20.73	0.04	6.48	21.66	0.96	606.31	26.16	4472.00	436.83	OCT
489018.6939	1043075.398	0.010	41.87	3.45	14.47	0.16	6.52	35.58	0.95	390.44	26.93	10296.00	657.10	OCT
381383.6709	1152029.561	0.041	108.98	4.95	13.09	1.04	6.50	44.51	0.95	546.66	26.36	68029.00	289.65	OCT
617455.0761	934487.5977	0.004	25.66	2.46	15.57	0.04	6.49	33.11	0.92	567.34	26.84	25807.00	540.27	OCT
549425.7955	1035732.561	0.232	1573.74	3.86	11.33	8.83	6.94	48.08	1.03	346.94	17.93	42638.00	601.23	OCT
483531.2057	1050450.269	0.054	69.71	3.10	11.78	1.14	6.62	39.06	0.95	659.94	26.96	15232.00	593.68	OCT
452543.1489	1142642.379	0.059	579.65	5.33	12.45	1.61	6.63	41.11	1.03	529.91	22.76	65765.00	514.84	OCT
362954.2147	1106003.872	0.101	173.93	4.79	9.34	1.79	6.45	36.90	1.07	375.77	26.09	25495.00	341.41	OCT
500000	1103900.97	0.060	1450.11	4.77	11.54	1.39	7.08	47.14	1.05	239.15	19.91	70838.00	367.42	OCT
611905.1541	951063.5427	0.000	21.00	3.14	16.15	0.00	6.49	31.28	0.89	470.64	26.94	37947.00	616.75	OCT
551142.0996	1118683.826	0.023	91.43	1.55	11.32	0.36	6.52	41.76	0.97	110.45	25.77	35511.00	340.36	OCT
503656.127	1087311.737	0.041	1398.80	0.33	14.02	0.89	6.99	43.79	0.95	741.29	19.53	57385.00	294.38	OCT
470767.1511	1107599.36	0.024	862.99	2.60	11.95	0.42	6.89	48.93	0.98	422.81	21.90	55036.00	358.25	OCT
326635.8516	1154103.987	0.002	19.87	0.83	15.75	0.03	6.48	31.23	0.89	717.87	26.51	26833.00	326.83	OCT
611561.8128	1072732.314	0.000	56.00	6.28	16.95	0.00	6.51	39.89	0.86	483.02	26.38	17493.00	161.43	OCT
554986.6794	985972.0955	0.000	15.40	4.82	14.89	0.00	6.50	34.56	0.91	318.40	26.94	19000.00	630.87	OCT
467065.4953	1054147.444	0.000	27.92	2.97	15.13	0.00	6.50	34.53	0.95	424.44	26.90	12530.00	518.32	OCT
589877.5946	956540.8174	0.162	84.59	3.80	10.84	4.82	6.60	34.11	0.91	372.68	27.27	35468.00	702.82	OCT
330573.4391	1211249.595	0.017	313.92	4.75	13.12	0.27	6.62	44.08	1.06	837.83	24.38	17720.00	339.00	OCT
430497.7417	1068943.548	0.080	102.61	4.75	11.52	2.06	6.46	29.64	0.97	576.01	26.58	8544.00	504.82	OCT
516445.1151	1103904.702	0.262	3085.33	3.77	7.90	6.01	6.95	54.50	1.31	499.31	8.24	70093.00	325.88	OCT
478074.2779	1105750.893	0.028	936.38	3.73	12.59	0.54	6.93	45.43	0.96	22.56	22.20	60745.00	338.70	OCT
461633.7513	1109451.224	0.044	770.80	3.84	13.46	1.43	6.88	47.26	0.96	655.11	22.59	48021.00	385.16	OCT
567584.6406	1116867.735	0.008	19.40	1.23	14.20	0.11	6.48	38.32	0.92	590.29	25.50	25807.00	271.09	OCT
458023.4529	1146322.092	0.106	499.75	2.73	11.06	2.95	6.46	39.93	1.04	454.81	24.18	72201.00	471.10	OCT
516455.0546	1081785.443	0.088	1088.26	2.20	14.43	4.25	6.88	49.39	0.82	415.20	20.31	57245.00	300.91	OCT
386699.9804	1102234.538	0.000	0.00	1.65	17.75	0.00	6.48	22.61	0.88	768.30	26.35	24166.00	350.99	OCT
332201.8504	1172516.583	0.006	82.74	5.46	15.21	0.10	6.51	42.93	0.97	323.75	26.19	21587.00	287.69	OCT
604151.4948	1105894.194	0.018	56.45	4.60	10.82	0.28	6.47	18.06	1.10	224.98	26.30	2828.00	194.16	OCT
490848.0357	1039388.483	0.000	16.15	2.47	14.05	0.00	6.50	31.60	0.91	530.53	26.93	8544.00	659.04	OCT
443343.5606	1096571.872	0.013	252.63	4.90	10.73	0.12	6.59	47.14	0.98	400.66	24.90	25060.00	417.10	OCT
525562.8992	1129716.256	0.023	229.74	0.36	12.87	0.44	6.54	42.78	1.02	495.62	24.36	47854.00	437.09	OCT
448884.4883	1137117.411	0.066	701.70	5.18	12.95	2.18	6.63	44.19	0.99	535.01	20.44	59059.00	421.37	OCT
461685.8481	1157378.035	0.010	103.24	6.16	13.86	0.16	6.51	39.03	0.93	667.93	25.66	83726.00	346.39	OCT
408734.6134	1142729.245	0.065	1454.88	4.14	9.85	1.22	7.17	50.20	1.25	349.18	18.90	53000.00	444.66	OCT
562155.1161	1087364.049	0.040	1171.39	2.83	9.77	0.59	6.98	48.60	1.12	428.79	19.78	47170.00	340.76	OCT
341096.2485	1122688.224	0.008	123.21	3.78	16.05	0.15	6.55	37.30	0.91	61.59	26.41	31765.00	388.60	OCT
520103.6723	1096533.418	0.171	1830.46	2.52	10.52	5.38	7.43	52.79	1.10	221.47	17.17	72139.00	279.28	OCT
452501.2122	1111305.437	0.011	1013.20	1.73	14.06	0.16	6.92	45.85	1.03	744.03	21.48	41110.00	321.90	OCT
558647.2275	989663.7056	0.015	49.42	4.66	13.31	0.43	6.50	38.32	0.93	485.25	27.21	23000.00	652.40	OCT
514624.5197	1087314.461	0.035	1309.28	2.28	12.23	0.72	7.09	47.95	0.98	763.08	18.81	62169.00	240.23	OCT
323444.5913	1240793.286	0.010	48.10	2.72	17.73	0.19	6.51	39.77	0.90	29753.14	25.77	18385.00	293.99	OCT
472553.2849	1052299.837	0.000	13.60	2.37	17.04	0.00	6.49	33.52	0.90	787.08	26.95	13342.00	467.68	OCT
498175.5272	1157356.824	0.036	56.00	1.08	10.70	0.49	6.48	40.07	0.94	451.60	27.07	62426.00	351.07	OCT
408630.6556	1102172.702	0.000	1.58	2.88	14.34	0.00	6.49	17.61	0.90	772.57	27.18	16031.00	293.49	OCT
465268.3692	1089171.235	0.124	984.19	5.36	9.46	2.61	6.62	45.88	1.12	577.36	20.20	42942.00	450.16	OCT
335985.2137	1200158.114	0.044	379.01	4.08	11.01	0.80	6.70	46.29	1.10	495.35	24.75	25495.00	325.20	OCT
483528.0309	1043077.361	0.013	39.25	3.81	11.27	0.15	6.49	28.46	0.96	701.28	26.96	8062.00	583.74	OCT
505481.9784	1102058.109	0.165	2050.98	4.56	9.69	4.31	7.27	50.18	1.17	649.77	19.49	70774.00	433.80	OCT
521966.8474	1035707.211	0.215	1136.92	2.33	7.91	4.54	7.09	46.97	1.17	138.17	22.65	22627.00	567.46	OCT
476242.3007	1098378.898	0.039	848.19	6.02	14.48	1.05	6.76	43.11	0.93	483.64	22.21	56754.00	316.65	OCT
490862.4409	1098372.295	0.015	1154.24	4.86	12.34	0.21	6.97	44.68	0.98	533.17	21.04	62968.00	329.79	OCT
481717.5132	1083629.565	0.123	1032.62	4.05	11.52	4.21	6.86	47.27	0.95	444.75	20.24	45880.00	426.70	OCT
483555.7222	1105747.986	0.027	1076.65	4.40	12.93	0.54	6.96	44.57	0.99	485.81	21.34	65460.00	363.82	OCT
479921.1923	1140772.626	0.049	453.24	1.29	10.97	0.90	6.64	44.89	1.02	193.84	23.55	81345.00	423.86	OCT
423258.3138	1105825.655	0.082	160.71	3.31	10.86	1.89	6.71	40.27	1.00	260.40	25.74	19925.00	350.99	OCT
611835.7466	976871.4804	0.053	940.41	5.95	9.18	0.79	6.78	47.72	1.09	362.06	21.50	62241.00	653.13	OCT
512792.5868	1098373.396	0.152	2496.25	3.86	9.46	3.69	7.67	53.14	1.21	587.30	13.66	71113.00	279.71	OCT
326544.2777	1135664.179	0.006	49.02	3.21	14.87	0.08	6.49	30.94	0.91	515.11	26.22	29411.00	322.28	OCT
479897.3443	1098376.697	0.062	892.97	4.85	13.62	2.23	6.85	43.04	0.90	501.73	21.95	58592.00	306.15	OCT
374056.6271	1144680.605	0.003	15.09	6.23	17.10	0.04	6.47	38.05	0.88	76.04	26.82	65192.00	332.03	OCT
394175.8594	1157518.96	0.045	575.39	4.21	10.88	0.85	6.77	47.71	1.06	298.82	23.60	69635.00	314.93	OCT
503655.0226	1098371.332	0.126	1756.99	4.45	9.67	2.88	7.22	47.94	1.13	697.36	17.81	67624.00	489.55	OCT
500000	1096527.879	0.043	1378.72	4.37	11.05	0.74	7.09	45.67	1.01	276.46	20.18	64257.00	421.84	OCT
540211.5959	1092863.429	0.166	847.02	4.50	8.74	3.70	6.82	42.54	1.03	251.05	22.88	62626.00	228.25	OCT
465280.6404	1102074.3	0.026	658.74	4.23	12.45	0.49	6.79	48.61	0.97	500.94	23.28	47170.00	309.95	OCT
388859.3631	1205470.516	0.003	48.73	1.07	15.35	0.03	6.50	40.94	0.94	450.07	25.90	76295.00	296.32	OCT
531101.7709	1057832.404	0.118	2688.57	0.36	11.34	3.62	7.23	52.85	1.12	118.92	10.72	43932.00	460.43	OCT
560432.4744	1021001.884	0.051	541.44	3.16	12.61	1.35	6.81	41.37	0.96	565.05	24.98	38897.00	582.56	OCT
456173.1076	1126047.47	0.061	1749.47	3.96	9.91	1.11	7.29	50.64	1.19	389.48	17.03	53907.00	327.22	OCT
505483.0883	1094685.022	0.080	1604.23	4.24	10.81	1.84	7.20	46.75	1.07	440.50	18.64	64257.00	168.79	NOV
457973.3436	1103925.343	0.019	658.44	1.01	14.83	0.46	6.74	45.67	0.91	286.04	22.98	41593.00	107.10	NOV
457988.3964	1116828.597	0.047	1059.44	3.13	12.35	1.12	7.03	46.70	1.01	181.12	21.21	48918.00	159.25	NOV
545567.7398	1190568.004	0.002	1.36	1.99	20.73	0.04	6.48	21.66	0.96	606.31	25.60	4472.00	557.50	NOV
489018.6939	1043075.398	0.010	41.87	3.45	14.47	0.16	6.52	35.58	0.95	390.44	27.03	10296.00	380.01	NOV
381383.6709	1152029.561	0.041	108.98	4.95	13.09	1.04	6.50	44.51	0.95	546.66	26.55	68029.00	95.39	NOV
617455.0761	934487.5977	0.004	25.66	2.46	15.57	0.04	6.49	33.11	0.92	567.34	26.94	25807.00	405.11	NOV
549425.7955	1035732.561	0.232	1573.74	3.86	11.33	8.83	6.94	48.08	1.03	346.94	17.83	42638.00	353.87	NOV
483531.2057	1050450.269	0.054	69.71	3.10	11.78	1.14	6.62	39.06	0.95	659.94	27.06	15232.00	342.88	NOV
452543.1489	1142642.379	0.059	579.65	5.33	12.45	1.61	6.63	41.11	1.03	529.91	22.35	65765.00	450.96	NOV
362954.2147	1106003.872	0.101	173.93	4.79	9.34	1.79	6.45	36.90	1.07	375.77	26.05	25495.00	130.31	NOV
500000	1103900.97	0.060	1450.11	4.77	11.54	1.39	7.08	47.14	1.05	239.15	19.48	70838.00	219.19	NOV
611905.1541	951063.5427	0.000	21.00	3.14	16.15	0.00	6.49	31.28	0.89	470.64	27.04	37947.00	444.49	NOV
551142.0996	1118683.826	0.023	91.43	1.55	11.32	0.36	6.52	41.76	0.97	110.45	25.46	35511.00	475.76	NOV
503656.127	1087311.737	0.041	1398.80	0.33	14.02	0.89	6.99	43.79	0.95	741.29	18.72	57385.00	152.18	NOV
470767.1511	1107599.36	0.024	862.99	2.60	11.95	0.42	6.89	48.93	0.98	422.81	22.01	55036.00	142.43	NOV
326635.8516	1154103.987	0.002	19.87	0.83	15.75	0.03	6.48	31.23	0.89	717.87	26.45	26833.00	102.66	NOV
611561.8128	1072732.314	0.000	56.00	6.28	16.95	0.00	6.51	39.89	0.86	483.02	26.23	17493.00	243.65	NOV
554986.6794	985972.0955	0.000	15.40	4.82	14.89	0.00	6.50	34.56	0.91	318.40	27.04	19000.00	330.40	NOV
467065.4953	1054147.444	0.000	27.92	2.97	15.13	0.00	6.50	34.53	0.95	424.44	27.00	12530.00	283.38	NOV
589877.5946	956540.8174	0.162	84.59	3.80	10.84	4.82	6.60	34.11	0.91	372.68	27.10	35468.00	578.35	NOV
330573.4391	1211249.595	0.017	313.92	4.75	13.12	0.27	6.62	44.08	1.06	837.83	23.87	17720.00	143.43	NOV
430497.7417	1068943.548	0.080	102.61	4.75	11.52	2.06	6.46	29.64	0.97	576.01	26.52	8544.00	232.95	NOV
516445.1151	1103904.702	0.262	3085.33	3.77	7.90	6.01	6.95	54.50	1.31	499.31	7.98	70093.00	252.53	NOV
478074.2779	1105750.893	0.028	936.38	3.73	12.59	0.54	6.93	45.43	0.96	22.56	22.19	60745.00	143.35	NOV
461633.7513	1109451.224	0.044	770.80	3.84	13.46	1.43	6.88	47.26	0.96	655.11	22.66	48021.00	160.60	NOV
567584.6406	1116867.735	0.008	19.40	1.23	14.20	0.11	6.48	38.32	0.92	590.29	25.14	25807.00	361.34	NOV
458023.4529	1146322.092	0.106	499.75	2.73	11.06	2.95	6.46	39.93	1.04	454.81	23.71	72201.00	383.78	NOV
516455.0546	1081785.443	0.088	1088.26	2.20	14.43	4.25	6.88	49.39	0.82	415.20	19.66	57245.00	175.43	NOV
386699.9804	1102234.538	0.000	0.00	1.65	17.75	0.00	6.48	22.61	0.88	768.30	26.29	24166.00	138.24	NOV
332201.8504	1172516.583	0.006	82.74	5.46	15.21	0.10	6.51	42.93	0.97	323.75	26.46	21587.00	103.24	NOV
604151.4948	1105894.194	0.018	56.45	4.60	10.82	0.28	6.47	18.06	1.10	224.98	25.86	2828.00	358.33	NOV
490848.0357	1039388.483	0.000	16.15	2.47	14.05	0.00	6.50	31.60	0.91	530.53	27.03	8544.00	380.71	NOV
443343.5606	1096571.872	0.013	252.63	4.90	10.73	0.12	6.59	47.14	0.98	400.66	25.64	25060.00	177.52	NOV
525562.8992	1129716.256	0.023	229.74	0.36	12.87	0.44	6.54	42.78	1.02	495.62	24.10	47854.00	462.87	NOV
448884.4883	1137117.411	0.066	701.70	5.18	12.95	2.18	6.63	44.19	0.99	535.01	20.13	59059.00	339.12	NOV
461685.8481	1157378.035	0.010	103.24	6.16	13.86	0.16	6.51	39.03	0.93	667.93	25.13	83726.00	327.24	NOV
408734.6134	1142729.245	0.065	1454.88	4.14	9.85	1.22	7.17	50.20	1.25	349.18	18.60	53000.00	255.47	NOV
562155.1161	1087364.049	0.040	1171.39	2.83	9.77	0.59	6.98	48.60	1.12	428.79	19.36	47170.00	303.73	NOV
341096.2485	1122688.224	0.008	123.21	3.78	16.05	0.15	6.55	37.30	0.91	61.59	26.06	31765.00	115.74	NOV
520103.6723	1096533.418	0.171	1830.46	2.52	10.52	5.38	7.43	52.79	1.10	221.47	16.60	72139.00	228.03	NOV
452501.2122	1111305.437	0.011	1013.20	1.73	14.06	0.16	6.92	45.85	1.03	744.03	21.34	41110.00	122.21	NOV
558647.2275	989663.7056	0.015	49.42	4.66	13.31	0.43	6.50	38.32	0.93	485.25	27.17	23000.00	352.36	NOV
514624.5197	1087314.461	0.035	1309.28	2.28	12.23	0.72	7.09	47.95	0.98	763.08	18.39	62169.00	147.77	NOV
323444.5913	1240793.286	0.010	48.10	2.72	17.73	0.19	6.51	39.77	0.90	29753.14	25.23	18385.00	132.21	NOV
472553.2849	1052299.837	0.000	13.60	2.37	17.04	0.00	6.49	33.52	0.90	787.08	27.06	13342.00	284.25	NOV
498175.5272	1157356.824	0.036	56.00	1.08	10.70	0.49	6.48	40.07	0.94	451.60	26.23	62426.00	370.96	NOV
408630.6556	1102172.702	0.000	1.58	2.88	14.34	0.00	6.49	17.61	0.90	772.57	27.04	16031.00	126.23	NOV
465268.3692	1089171.235	0.124	984.19	5.36	9.46	2.61	6.62	45.88	1.12	577.36	20.15	42942.00	189.37	NOV
335985.2137	1200158.114	0.044	379.01	4.08	11.01	0.80	6.70	46.29	1.10	495.35	24.75	25495.00	128.02	NOV
483528.0309	1043077.361	0.013	39.25	3.81	11.27	0.15	6.49	28.46	0.96	701.28	27.06	8062.00	375.92	NOV
505481.9784	1102058.109	0.165	2050.98	4.56	9.69	4.31	7.27	50.18	1.17	649.77	18.97	70774.00	228.48	NOV
521966.8474	1035707.211	0.215	1136.92	2.33	7.91	4.54	7.09	46.97	1.17	138.17	22.69	22627.00	308.42	NOV
476242.3007	1098378.898	0.039	848.19	6.02	14.48	1.05	6.76	43.11	0.93	483.64	22.19	56754.00	121.25	NOV
490862.4409	1098372.295	0.015	1154.24	4.86	12.34	0.21	6.97	44.68	0.98	533.17	20.54	62968.00	134.79	NOV
481717.5132	1083629.565	0.123	1032.62	4.05	11.52	4.21	6.86	47.27	0.95	444.75	20.24	45880.00	163.47	NOV
483555.7222	1105747.986	0.027	1076.65	4.40	12.93	0.54	6.96	44.57	0.99	485.81	21.17	65460.00	162.52	NOV
479921.1923	1140772.626	0.049	453.24	1.29	10.97	0.90	6.64	44.89	1.02	193.84	23.11	81345.00	411.75	NOV
423258.3138	1105825.655	0.082	160.71	3.31	10.86	1.89	6.71	40.27	1.00	260.40	25.43	19925.00	144.70	NOV
611835.7466	976871.4804	0.053	940.41	5.95	9.18	0.79	6.78	47.72	1.09	362.06	21.52	62241.00	471.35	NOV
512792.5868	1098373.396	0.152	2496.25	3.86	9.46	3.69	7.67	53.14	1.21	587.30	13.25	71113.00	157.75	NOV
326544.2777	1135664.179	0.006	49.02	3.21	14.87	0.08	6.49	30.94	0.91	515.11	27.16	29411.00	111.65	NOV
479897.3443	1098376.697	0.062	892.97	4.85	13.62	2.23	6.85	43.04	0.90	501.73	21.90	58592.00	114.28	NOV
374056.6271	1144680.605	0.003	15.09	6.23	17.10	0.04	6.47	38.05	0.88	76.04	26.72	65192.00	114.18	NOV
394175.8594	1157518.96	0.045	575.39	4.21	10.88	0.85	6.77	47.71	1.06	298.82	23.48	69635.00	173.81	NOV
503655.0226	1098371.332	0.126	1756.99	4.45	9.67	2.88	7.22	47.94	1.13	697.36	16.98	67624.00	232.31	NOV
500000	1096527.879	0.043	1378.72	4.37	11.05	0.74	7.09	45.67	1.01	276.46	19.79	64257.00	189.96	NOV
540211.5959	1092863.429	0.166	847.02	4.50	8.74	3.70	6.82	42.54	1.03	251.05	22.51	62626.00	228.86	NOV
465280.6404	1102074.3	0.026	658.74	4.23	12.45	0.49	6.79	48.61	0.97	500.94	23.58	47170.00	113.56	NOV
388859.3631	1205470.516	0.003	48.73	1.07	15.35	0.03	6.50	40.94	0.94	450.07	25.38	76295.00	230.84	NOV
531101.7709	1057832.404	0.118	2688.57	0.36	11.34	3.62	7.23	52.85	1.12	118.92	10.48	43932.00	232.23	NOV
560432.4744	1021001.884	0.051	541.44	3.16	12.61	1.35	6.81	41.37	0.96	565.05	25.10	38897.00	327.53	NOV
456173.1076	1126047.47	0.061	1749.47	3.96	9.91	1.11	7.29	50.64	1.19	389.48	16.71	53907.00	141.98	NOV
505483.0883	1094685.022	0.080	1604.23	4.24	10.81	1.84	7.20	46.75	1.07	440.50	17.31	64257.00	44.29	DIC
457973.3436	1103925.343	0.019	658.44	1.01	14.83	0.46	6.74	45.67	0.91	286.04	23.28	41593.00	26.18	DIC
457988.3964	1116828.597	0.047	1059.44	3.13	12.35	1.12	7.03	46.70	1.01	181.12	20.85	48918.00	36.96	DIC
545567.7398	1190568.004	0.002	1.36	1.99	20.73	0.04	6.48	21.66	0.96	606.31	24.96	4472.00	579.69	DIC
489018.6939	1043075.398	0.010	41.87	3.45	14.47	0.16	6.52	35.58	0.95	390.44	27.25	10296.00	153.24	DIC
381383.6709	1152029.561	0.041	108.98	4.95	13.09	1.04	6.50	44.51	0.95	546.66	26.73	68029.00	25.79	DIC
617455.0761	934487.5977	0.004	25.66	2.46	15.57	0.04	6.49	33.11	0.92	567.34	27.15	25807.00	165.09	DIC
549425.7955	1035732.561	0.232	1573.74	3.86	11.33	8.83	6.94	48.08	1.03	346.94	17.86	42638.00	160.84	DIC
483531.2057	1050450.269	0.054	69.71	3.10	11.78	1.14	6.62	39.06	0.95	659.94	27.28	15232.00	156.18	DIC
452543.1489	1142642.379	0.059	579.65	5.33	12.45	1.61	6.63	41.11	1.03	529.91	21.69	65765.00	457.25	DIC
362954.2147	1106003.872	0.101	173.93	4.79	9.34	1.79	6.45	36.90	1.07	375.77	26.10	25495.00	28.96	DIC
500000	1103900.97	0.060	1450.11	4.77	11.54	1.39	7.08	47.14	1.05	239.15	18.46	70838.00	133.34	DIC
611905.1541	951063.5427	0.000	21.00	3.14	16.15	0.00	6.49	31.28	0.89	470.64	27.26	37947.00	173.61	DIC
551142.0996	1118683.826	0.023	91.43	1.55	11.32	0.36	6.52	41.76	0.97	110.45	24.63	35511.00	437.07	DIC
503656.127	1087311.737	0.041	1398.80	0.33	14.02	0.89	6.99	43.79	0.95	741.29	18.29	57385.00	107.34	DIC
470767.1511	1107599.36	0.024	862.99	2.60	11.95	0.42	6.89	48.93	0.98	422.81	22.14	55036.00	44.58	DIC
326635.8516	1154103.987	0.002	19.87	0.83	15.75	0.03	6.48	31.23	0.89	717.87	26.57	26833.00	14.58	DIC
611561.8128	1072732.314	0.000	56.00	6.28	16.95	0.00	6.51	39.89	0.86	483.02	25.56	17493.00	295.16	DIC
554986.6794	985972.0955	0.000	15.40	4.82	14.89	0.00	6.50	34.56	0.91	318.40	27.26	19000.00	113.93	DIC
467065.4953	1054147.444	0.000	27.92	2.97	15.13	0.00	6.50	34.53	0.95	424.44	27.22	12530.00	121.71	DIC
589877.5946	956540.8174	0.162	84.59	3.80	10.84	4.82	6.60	34.11	0.91	372.68	27.39	35468.00	273.28	DIC
330573.4391	1211249.595	0.017	313.92	4.75	13.12	0.27	6.62	44.08	1.06	837.83	23.21	17720.00	69.78	DIC
430497.7417	1068943.548	0.080	102.61	4.75	11.52	2.06	6.46	29.64	0.97	576.01	26.65	8544.00	81.16	DIC
516445.1151	1103904.702	0.262	3085.33	3.77	7.90	6.01	6.95	54.50	1.31	499.31	7.46	70093.00	176.81	DIC
478074.2779	1105750.893	0.028	936.38	3.73	12.59	0.54	6.93	45.43	0.96	22.56	22.38	60745.00	35.68	DIC
461633.7513	1109451.224	0.044	770.80	3.84	13.46	1.43	6.88	47.26	0.96	655.11	22.83	48021.00	42.65	DIC
567584.6406	1116867.735	0.008	19.40	1.23	14.20	0.11	6.48	38.32	0.92	590.29	24.47	25807.00	427.17	DIC
458023.4529	1146322.092	0.106	499.75	2.73	11.06	2.95	6.46	39.93	1.04	454.81	23.06	72201.00	378.93	DIC
516455.0546	1081785.443	0.088	1088.26	2.20	14.43	4.25	6.88	49.39	0.82	415.20	19.17	57245.00	129.19	DIC
386699.9804	1102234.538	0.000	0.00	1.65	17.75	0.00	6.48	22.61	0.88	768.30	26.38	24166.00	44.70	DIC
332201.8504	1172516.583	0.006	82.74	5.46	15.21	0.10	6.51	42.93	0.97	323.75	26.62	21587.00	13.04	DIC
604151.4948	1105894.194	0.018	56.45	4.60	10.82	0.28	6.47	18.06	1.10	224.98	25.05	2828.00	419.39	DIC
490848.0357	1039388.483	0.000	16.15	2.47	14.05	0.00	6.50	31.60	0.91	530.53	27.25	8544.00	157.02	DIC
443343.5606	1096571.872	0.013	252.63	4.90	10.73	0.12	6.59	47.14	0.98	400.66	26.59	25060.00	44.27	DIC
525562.8992	1129716.256	0.023	229.74	0.36	12.87	0.44	6.54	42.78	1.02	495.62	23.09	47854.00	443.65	DIC
448884.4883	1137117.411	0.066	701.70	5.18	12.95	2.18	6.63	44.19	0.99	535.01	19.46	59059.00	272.72	DIC
461685.8481	1157378.035	0.010	103.24	6.16	13.86	0.16	6.51	39.03	0.93	667.93	24.48	83726.00	274.06	DIC
408734.6134	1142729.245	0.065	1454.88	4.14	9.85	1.22	7.17	50.20	1.25	349.18	18.20	53000.00	166.85	DIC
562155.1161	1087364.049	0.040	1171.39	2.83	9.77	0.59	6.98	48.60	1.12	428.79	18.89	47170.00	248.41	DIC
341096.2485	1122688.224	0.008	123.21	3.78	16.05	0.15	6.55	37.30	0.91	61.59	26.06	31765.00	22.78	DIC
520103.6723	1096533.418	0.171	1830.46	2.52	10.52	5.38	7.43	52.79	1.10	221.47	16.04	72139.00	241.88	DIC
452501.2122	1111305.437	0.011	1013.20	1.73	14.06	0.16	6.92	45.85	1.03	744.03	21.03	41110.00	25.90	DIC
558647.2275	989663.7056	0.015	49.42	4.66	13.31	0.43	6.50	38.32	0.93	485.25	27.61	23000.00	98.47	DIC
